headline,label,category
Scottish devolved government says respects Catalonian independence position,0,worldnews
"Watch Rubio Try REALLY Hard To Comeback At Trump, Then Fail Miserably (VIDEO)",1,News
Youth Pastor Rapes Teen Girl And Church Demands She Apologize To Her Rapist’s Wife,1,News
N.C. city's vote to expand transgender rights draws state opposition,0,politicsNews
"Rick Snyder Drinks Flint Water To Prove It Is Safe, Rachel Maddow Gives Him Bad News (VIDEO)",1,News
Pastors stand firm as Trump's U.S. evangelical base weakens,0,politicsNews
"Fox & Friends Ignores FBI Director’s Trump Bombshell, And Jake Tapper CALLS THEM OUT",1,News
U.S. judge will not dismiss accused Mexican drug lord El Chapo's indictment,0,worldnews
MIGRANTS BRUTALLY GANG RAPE 3 YR OLD BOY At Asylum Center In Norway,1,politics
BREAKING: TRUMP PICKS Private Sector Titans For Trade And Commerce: ‘I did this because I believed in him’,1,politics
Supreme Court may take action on state assault weapon bans,0,politicsNews
Trump adds Washington lawyer John Dowd to his legal team,0,politicsNews
TRUMP HITS BACK After News of North Korea’s Nuclear Warheads: “Fire and Fury” [Video],1,politics
JUST IN: DISGRACED DEMOCRAT HARRY REID Funneled MASSIVE Taxpayer Funds To Donor For UFO Research Through SECRET Defense Department Program,1,politics
NEW AUDIO RELEASED Moments After Muslim SOMALI-IMMIGRANT Cop Shot and Killed 40-Yr Old ‘Bride-to-Be”,1,politics
Rick Santorum On CNN Addresses Anti-Semitism Under Trump: It’s Obama’s Fault (VIDEO),1,News
U.S. Congress passes $618.7 billion annual defense bill,0,politicsNews
U.S. jets fire flares to warn Russian jets in Syria,0,worldnews
Cuba issues bristling editorial ahead of Obama visit,0,politicsNews
BILL CLINTON Rips Into Hecklers Again With Bold Statement About Bernie,1,politics
Paul Krugman Shares The One Damning Truth About Corrupt Republicans We Can All Agree On (DETAILS),1,News
Trump Has Total UNHINGED Scatter-Brained Mental Meltdown For The Entire World To See,1,News
"Clinton condemns 'apparent terrorist attacks' in New Jersey, New York, Minnesota",0,politicsNews
Kenya court to rule on presidential election cases on Monday,0,worldnews
New Hampshire Senate race is tight despite Trump focus,0,politicsNews
"Despite furor over Jerusalem move, Saudis seen on board with U.S. peace efforts",0,worldnews
"Obama, Australia's Turnbull pledge more cooperation on counterterrorism",0,politicsNews
PRESIDENT AND FIRST LADY SHINE AT G7 Opening Ceremony in Ancient Greek Theatre,1,politics
Jeb Bush Kicks Off GOP Convention By Going Full #NeverTrump,1,News
Trump calls for trade deals with individual countries,0,politicsNews
Trump to name Republican donor Kelly Craft as ambassador to Canada: official,0,politicsNews
WATCH: Gay Man Beaten After Lunatic Sees Him Kiss His Partner,1,News
"Donald Trump Whines, Swears And Talks Cocktail Parties — In A Speech To Children",1,News
Turkey-backed rebels in Syria put IS jihadists through rehab,0,worldnews
SUNDAY SCREENING: 24 Hours After Hiroshima (2010),1,US_News
WHOA! DEMOCRATIC Strategist Gives Crooked Hillary The Ultimate Smack Down,1,politics
Marco Rubio’s Friend Thinks He Needs To See A Doctor After His Insane Debate Performance (VIDEO),1,News
Comedian Kathy Griffin says her career is over after gory Trump photo,0,politicsNews
"Aid agencies say Yemen blockade remains, Egeland calls it 'collective punishment'",0,worldnews
5 KEY THINGS To Know About Obama’s Supreme Court Nominee…One Is A BIG Deal Breaker!,1,politics
"DISTURBING Footage Between Trump And Melania Revealed, Twitter ERUPTS (VIDEO/TWEETS)",1,News
Exclusive: U.S. congressional committee demands answers on WHO cancer agency,0,politicsNews
97-Year-Old Woman Dies After Being Evicted From Her Lifelong Home (VIDEO),1,News
Panama to send immigration envoys to China as visa limits lifted,0,worldnews
"Israeli veteran, government clash over alleged abuse of Palestinian",0,worldnews
Pompeo might bring assets to 'hellish' secretary of state role,0,politicsNews
BOOM! Ben Carson Eviscerates Rabid Media Over West Point Accusations…Demands Answers For Why They Didn’t Look Into Obama’s Past [VIDEO],1,politics
Utah Ranchers Vow to Stand Up to Government Abuse Despite Oregon Arrests,1,US_News
Donald Trump On Accusations Of Sexual Assault: Mexico Did It,1,News
Peru proposes talks to save TPP after Trump firms up opposition,0,politicsNews
This AWESOME Book Tells Us Everything We’ll Ever Need To Know About ‘Respecting’ Trump,1,News
MUST WATCH: Kellyanne Conway PUNCHES BACK After Juan Williams Questioned How She Could Work And Raise 4 Kids: “I don’t play golf and I don’t have a mistress” [VIDEO],1,politics
WATCH: Racist Republican Gets Her A** Handed To Her For Claiming Trump Campaign Wasn’t Racist,1,News
Ex-FBI chief Mueller named special prosecutor for Trump-Russia probe,0,politicsNews
Pentagon chief would back lifting restrictions on U.S. arms to Vietnam,0,politicsNews
Kremlin: U.S. covering up election intrigue by demonising Russia,0,politicsNews
Young German conservatives call for change after election losses,0,worldnews
SICK REASON Historic City With “Off the charts” Crime Rates Passes Disgusting Ordinance Putting Criminals Before Cops,1,politics
Republican Governor Helped Kill 11 Elderly People By Deleting Their Messages Begging For Help,1,News
Lack of German government puts euro zone integration plans on hold,0,worldnews
WHY REUTERS IS SAYING With “reasonable confidence” A Republican Will Win The White House In 2016,1,politics
Canada will not send peacekeepers to Mali in near future: officials,0,worldnews
Republican Senator Collins says she will vote for tax bill,0,politicsNews
Trump’s Campaign Is A Complete Mess And This Is Why,1,News
ONE VIDEO Perfectly Illustrates Why Liberals Wanted BILL O’REILLY Off The Air,1,politics
Panama authorizes extradition of former Mexican governor on corruption charges,0,worldnews
Closely fought election to test Kyrgyzstan's fragile stability,0,worldnews
"Report: Clinton May Pick Elizabeth Warren As Her V.P., Harry Reid Leading Effort",1,News
"Even After Charlottesville, If You Hit Protesters With A Car, Republicans Want To Protect You",1,News
Peru opposition-ruled Congress approves Kuczynski's new cabinet,0,worldnews
"Thirty-two years after quake, angry Mexicans still wait for homes",0,worldnews
Democrat Sen. Wyden warns of diminishing potential for tax reform,0,politicsNews
Russia accuses U.S. of training former Islamic State fighters in Syria,0,worldnews
WATCH: Sean Spicer’s Debut in “The Bold and the Babbling” Is Everything You Expect And More,1,News
Twitter Mercilessly WRECKS Trump For Posting Celebratory Inauguration Day Tweet,1,News
WATCH HILLARY LAUGH When Trump Mentions Gays Who Are Thrown Off Buildings By Muslims In Countries Who Fund Her Campaign,1,politics
Trump warns of government shutdown threat ahead of meeting with lawmakers,0,politicsNews
"U.S. lawmakers back Syria strikes, demand a plan from Trump",0,politicsNews
U.S. lawmakers introduce bill to limit phone searches at the border,0,politicsNews
BEST TWEET OF THE WEEK: “Hillary For Sale!”,1,politics
White House defends deportations after Democratic complaints,0,politicsNews
Trump picks former U.N. spokesman Grenell for ambassador to Germany,0,politicsNews
SHE’S GOT THE SCOOP! CATHERINE HERRIDGE: “Obama Put His Hands On The Scales Of Justice” [Video],1,politics
HOW BAD IS IT IN VENEZUELA? Socialism’s Endgame Sucks!,1,Government News
Two former presidents of Mexico compare Trump to Hitler,0,politicsNews
Trump working with Republican leaders on healthcare plan changes: spokesman,0,politicsNews
Gangs Involved In Huge Biker Brawl Have “toned down their threats” After Warning Police Of Retaliation And Threat To kill “anyone in uniform”,1,left-news
The NY Daily News Has Just LITERALLY Told Ted Cruz To F*ck Off For Trashing NYC Values (IMAGE),1,News
HEROIC Muslim Student Helps Track Down Man Who VIOLENTLY Assaulted Jewish Woman (DETAILS),1,News
CHECK OUT THE NAME! FOOD STAMP FRAUD OF OVER $5.7 MILLION From ONE Store!,1,Government News
Zimbabwe's Mugabe sacks VP seen as top succession candidate,0,worldnews
Trump Literally Wanted A North Korea Style Military Parade At Inauguration Including Tanks And Missile Launchers,1,News
AWESOME! DIAMOND AND SILK Rip Into The Press: “We don’t believe you!” [Video],1,Government News
"Hurricane Maria now Category 4, Puerto Rico landfall within hours: NHC",0,worldnews
Arizona execution procedures face review in U.S. court,0,politicsNews
BARACK OBAMA’S NSA Susan Rice Ordered Spies To Provide “Detailed Spreadsheets” Of Trump Calls…”That’s A Felony”…Brother Of CBS News President Also Involved [VIDEO],1,politics
Iran nuclear deal must change if U.S. to stay: Tillerson,0,worldnews
Trump complicates travel ban case by grumbling at Justice Department,0,politicsNews
MEDIA LIE EXPOSED: DAD OF 3 YEAR OLD DROWNED SYRIAN BOY Was Really Going To Europe To Get Teeth Fixed [VIDEO],1,politics
Puerto Rico governor ups revenue forecast in revised fiscal plan,0,politicsNews
(Video) Congressman Gohmert Lets It Rip On Boehner: ‘Dictatorship for years!’,1,politics
Ethnically divided Iraqi town fears fresh conflict after Kurds' independence vote,0,worldnews
"Explainer - Damian Green, UK PM's May deputy, resigns over pornography scandal",0,worldnews
Howard Dean: Democratic Party’s Tent Not Big Enough For Pro-Lifers But All About Social Justice [Video],1,politics
Democrats In Four States Are Now SUING Trump For Voter Intimidation,1,News
WATCH: Don Lemon SCHOOLS Trump Supporter For Calling Trump’s Win A ‘Landslide’,1,News
Trump Insists He Would Still Beat Hillary In The Popular Vote Even Though He Lost By A Landslide,1,News
"It's all his fault: Italy's left obsessed with Renzi, not foes",0,worldnews
"Trump postpones New Hampshire rally over shooting, still plans major speech",0,politicsNews
South Dakota governor vetoes transgender bathroom bill,0,politicsNews
"AFTER MONTHS OF TRASHING OUR PRESIDENT, Senator McCain Explains How To Fix Rancor In DC : “Stop listening to the bombastic loudmouths on the radio, television and the internet…To hell with them”",1,politics
Mexico temporarily suspends operations at key refinery after quake,0,worldnews
MSNBC Just Fact Checked Trump’s Voter Fraud Lies In Real Time And It Was GLORIOUS (VIDEO),1,News
Putin's proposed U.N. Ukraine peacekeepers must have full access: Merkel,0,worldnews
Iraqi Kurds face more sanctions after calling elections,0,worldnews
ANGRY LIBERAL STORE OWNER Gets Slammed For Using Billboard To Display Image of Trump as Hitler…Asks Liberals To Attack Billboard Owner For Taking It Down [VIDEO],1,politics
Senator McCain says Russia hacking probe not intended to question U.S. election result,0,politicsNews
"Billionaire Mark Cuban Endorses Hillary, Burns Trump: He’s Gone ‘Batsh*t Crazy’ (VIDEO)",1,News
"Biafra separatists, Nigerian army disagree over siege allegations",0,worldnews
President Obama Smacks Down GOP Attempt To Let Wall Street Defraud Seniors,1,News
OBAMA’S DOJ SUED Michigan City To Allow MEGA-MOSQUE In Majority Christian Residential Neighborhood…Call Jeff Sessions NOW To Stop This Insanity,1,politics
Ukraine gives cautious welcome to Putin's peacekeepers offer,0,worldnews
Trump Jr. Russia emails prompt new government watchdog complaint,0,politicsNews
"Paul Ryan Snapped This Photo, Can You Tell What Is Wrong With It? (IMAGE)",1,News
Target Just Made A Major Move That’s Going To Blow Conservative Minds (VIDEO),1,News
What Republicans Are Doing To Stop People From Voting Is As Dirty As It Gets,1,News
Putin critic Navalny clears first hurdle in bid for Russia presidency,0,worldnews
Watch This GOP Delegate CLEARLY Show He Doesn’t Like Trump Winning The Nomination (VIDEO),1,News
"What Justice Ruth Bader Ginsburg Just Said About Trump Is Perfect, And He Won’t Like It",1,News
"Trump, Cruz tensions may provide liveliest Republican debate yet",0,politicsNews
Trump Makes Total Ass Of Himself While Trying To Exploit Wounded Vet Receiving Purple Heart (VIDEO),1,News
"EU to race Britain for Australia, NZ trade deals",0,worldnews
Former military intelligence chief advising Trump joins Drone Aviation,0,politicsNews
Obama sanctions Russia for intervening in 2016 election,0,politicsNews
McCain F*cked Over Senate Republicans On Trumpcare In A Much Better Way Than We Already Knew,1,News
UNREAL! OBAMA TAKES SHOT AT TRUMP With Approving Nod From Germany’s Merkel [Video],1,politics
Burn! Ted Cruz Calls Out The Sierra Club President On His Bogus Global Warming Stats (Video),1,Government News
Pope Francis TORCHES Trump: ‘A Person Who Thinks Only Of Building Walls’ Is ‘Not A Christian’,1,News
This Kansas Republican Thought Touting ‘Profound’ Hitler Quote Was A Good Idea – It Wasn’t,1,News
Right-Wing Radio Host Regrets That Conservatives Were Turned Into Fact-Free ‘Monsters’,1,News
Report Shows Trump’s Golf Course Is Paying Migrants Slave Wages,1,News
FORMER FBI ASSISTANT DIRECTOR on Anti-Trump FBI Agent: “He belongs in Leavenworth. He belongs behind bars.” [Video],1,politics
"In Georgia, costliest U.S. House race hits ugly note as election looms",0,politicsNews
Democratic U.S. senator seeks audit of EPA chief's trip to Morocco,0,politicsNews
THE FACE OF THE DEMOCRAT PARTY Has A Message For The Tea Party And You Won’t Want To Miss It…[VIDEO],1,politics
Saudi crown prince calls Iran supply of rockets 'military aggression',0,worldnews
Tesla CEO Elon Musk Sends A Massive Threat To Trump If He Bails On Paris Climate Deal (TWEETS),1,News
Senator McCain says Putin bigger threat than ISIS,0,politicsNews
Trump eyes Supreme Court after appeals court rejects travel ban,0,politicsNews
WATCH: Joe Scarborough Fears Trump Will Murder Journalists And Political Rivals Like Putin Does,1,News
Congresswoman Brings The Bullet That Almost Killed Her During Historic Sit-In,1,News
This Touching Moment POTUS Shared With A Hiroshima Survivor Is Why He’ll Be So Sorely Missed (VIDEO),1,News
U.S. firms invited to bid for Saudi nuclear plants,0,worldnews
BREAKING: TRUMP HITS BACK AT REP JOHN LEWIS Who Declared Trump’s Presidency “Illegitimate”,1,politics
Philippine survey shows big support for Duterte's drugs war,0,worldnews
Thailand's Buddhist monks order reforms ahead of royal transition,0,worldnews
A New Low: Trump Exploits Las Vegas Shooting To Raise Money For His Campaign (TWEET),1,News
Secretary of State Tillerson says he is 'not going anywhere',0,politicsNews
"Man Wearing Turban Kicked Out Of Trump Rally, Then Things Get Even More Racist (VIDEO)",1,News
"ICAO condemns North Korea, urges regulatory compliance",0,worldnews
Senate Judiciary Committee chairman Grassley tells Garland no hearings,0,politicsNews
Texas governor takes aim at 'caustic' tweeter who won county GOP race,0,politicsNews
Bernie Sanders Just Got A HUGE Native American Endorsement (VIDEO),1,News
DONALD TRUMP Gives Epic Response After PGA Moves From Trump’s Doral To Mexico,1,politics
"China punishes over 8,000 people for misuse of government funds: Xinhua",0,worldnews
Turkish and Iraqi militaries discuss Kurdish independence vote,0,worldnews
WHAT FBI’S COMEY JUST REVEALED Should Disqualify Hillary Clinton For Any Public Office! [Video],1,politics
Clinton secures Mark Cuban's endorsement in Pittsburgh,0,politicsNews
Saudi Arabia says it dismantles Islamic State cell in Riyadh,0,worldnews
"Mexico's border trade capital craves Clinton win, with caveats",0,politicsNews
AN ELECTION WARNING EVERY AMERICAN SHOULD READ: “Think of what the last eight years have wrought then pitch America forward to 2024”,1,politics
DANIEL GREENFIELD NAILS IT: AMERICA IS BEING RUN JUST LIKE BALTIMORE,1,politics
WAS MURDERED 27 YEAR OLD DEMOCRAT Operative About To Blow The Whistle On VOTER FRAUD When He Was Shot In The Back? [VIDEO],1,politics
FERGUSON FLAMETHROWER COMES OUT OF HIDING: Slams FBI Director For Blaming “Ferguson Effect” On Rise In Crime,1,politics
"Pence, Bannon appeal for conservatives to unite behind Trump",0,politicsNews
HILARIOUS! TRUMP SUPPORTER Uses Berkeley Riot To Brilliantly Mock Pepsi’s “Protesting Is Fun” Ad Campaign,1,politics
Papal official denies report Sanders invited himself to Vatican,0,politicsNews
Spanish auditors demand Catalan leaders pay for previous independence vote: El Pais,0,worldnews
Twitter Is Working On The Biggest F*ck You To Trump And You’re Going To Love It (DETAILS),1,News
Assault rifle used in Florida shooting drives gun control debate,0,politicsNews
U.S. says it will take steps after Cambodia's dissolves opposition party,0,worldnews
Trump's pick to lead U.S. CFTC unveils major new policy agenda,0,politicsNews
"Bangladesh to turn island into temporary home for 100,000 Rohingya refugees",0,worldnews
Senator Graham says enough is enough on Russian cyber activities,0,politicsNews
Spy plane contract to be awarded in fiscal 2018: U.S. Air Force,0,politicsNews
BUSTED: Marco Rubio And His Family Lied About Escaping Castro In the 50s — It Never Happened,1,News
"Activists, executives tell Texas Senate to ditch bathroom bill",0,politicsNews
Exiled Venezuelan opposition magistrates resurface in Chile,0,worldnews
#TREXIT: SWING STATE APOCALYPSE…Democrats LEAVE Party In Massive Numbers…Hillary Won’t Recover,1,politics
"From Jerusalem, Netanyahu offers Christians personal tours of Israel",0,worldnews
Trump STUNS Republican Voter By Straight-Up Telling Her That He WILL Deport Her Family (VIDEO),1,News
Russia already preparing military withdrawal from Syria: agencies,0,worldnews
Cliven Bundy Denied Bail Because He’s A Violent Lunatic,1,News
CROOKED HILLARY Should Lose Police Union Endorsement For This Slap In The Face Move [Video],1,politics
NJ GOV #ChrisChristie Busted On Beach After Closing It To The Public…SOCIAL MEDIA GOES CRAZY,1,politics
"FRED THOMPSON DIES AT THE AGE OF 73: We Will Miss His Sense Of Humor And No-Nonsense Style, Like This Message To Michael Moore [Video]",1,politics
MEDIA IGNORES TRUMP’S FIRST Record-Breaking Christmas Season…Retail Sales Of $600 BILLION: “This is literally the best season since before the recession”,1,politics
North Carolina Republican Throws Temper Tantrum Over Bruce Springsteen Cancelling Concert,1,News
Trump Gets ROASTED By The White House For Embarrassing Teleprompter Moment (VIDEO),1,News
Former Finance Minister Schaeuble elected to head German parliament,0,worldnews
"MAINSTREAM MEDIA STANDS DOWN: Fire Alarm Pulled During Conservative “When Diversity Becomes a Problem” Speech…150+ FREE SPEECH TERRORISTS Threaten, Block Fellow Students [VIDEO]",1,politics
Scotland apologizes to gay men for historical convictions,0,worldnews
WATCH: Fox News Gets OWNED By Police Chief For Demonizing Immigrants In Minnesota,1,News
IRAN VIOLATES INTERNATIONAL LAW….Spineless John Kerry Apologizes to Iran,1,Government News
Factbox: Major U.S. Supreme Court abortion rights cases,0,politicsNews
"Trump tells Sisi U.S., Egypt will fight Islamist militants together",0,politicsNews
David Bowie Using MTV Interview To Blast MTV’s Racism Is A Beautiful Reminder Of Icon’s Impact,1,News
Wow! Must Watch Video Of Grilling Of Congressmen On Benghazi,1,politics
Watch Karl Rove Get Proven Wrong About His Virginia Prediction In Less Than Five Seconds (VIDEO),1,News
Medicare program spending within target rate: trustees,0,politicsNews
Kerry's Syria plan greeted with concern over Russian intentions,0,politicsNews
Elizabeth Warren: KKK Supports Trump More Than The Leaders Of His Own Party Do (VIDEO),1,News
"Two Days Ago, Trump Asked Russia To Hack Clinton And Today They Did Just That",1,News
Greek president tells Turkey's Erdogan no treaty revision,0,worldnews
Senate confirms Trump pick Perry as energy secretary,0,politicsNews
GOP Senator BURNS The Hell Out Of Trump With His Reason To Avoid The GOP Convention,1,News
Iraq refuses talks with Kurdistan about independence referendum results,0,worldnews
Lesbian Couple In New Jersey Insists State Is Forcing Them To Have Sex With Men (VIDEO),1,News
House Democrats introduce bill to curb company tax inversions,0,politicsNews
Exclusive: Bangladesh protests over Myanmar's suspected landmine use near border,0,worldnews
"U.S., backed by China, proposes tough N.Korea sanctions at U.N.",0,politicsNews
KING OBAMA ASKS TAXPAYERS To Increase His Post-Presidency Pay,1,politics
"Venezuela says debt refinancing under way, S&P calls selective default",0,worldnews
U.S. did not forewarn EU on climate deal: spokeswoman,0,politicsNews
"Factbox: Quick action Trump could take on energy, environment, climate",0,politicsNews
"South Sudan media regulator bans press groups, raising censorship fears",0,worldnews
Conservative leader in Canada's Alberta seeks to enter legislature,0,worldnews
"Muslim Woman Kicked Out Of Trump Rally Speaks Out: They Asked, ‘Do You Have A Bomb?’ (VIDEO)",1,News
Will Hillary Clinton Return The Artifacts She Took When Leaving The White House?,1,politics
WHOA! Medical Expert Watching Debate Exposes ANOTHER Telltale Sign Hillary Likely Has PARKINSON’S DISEASE [VIDEO],1,politics
BREAKING: “Al Jazeera America” Shuts Down,1,left-news
French envoy says Paris climate deal doesn't infringe on U.S. sovereignty,0,politicsNews
Chinese aircraft drill again in Western Pacific,0,worldnews
Graveyard killing of Belgian mayor was 'revenge': media,0,worldnews
WOW! HERE ARE FOUR LAWS Hillary Clinton Appears To Have Broken [Video],1,politics
"Britain could still reverse Brexit, former minister Heseltine says",0,worldnews
"Trump Tries To Launch 2020 Re-election Ad, It IMMEDIATELY Blows Up In His Face (TWEET)",1,News
State Department reminds staff on ethics after posts on Trump interests,0,politicsNews
Abe aims to underscore importance of Japan-U.S. alliance with Trump,0,politicsNews
"HEY, BERNIE SANDERS: 18 SCHOOL SHOOTINGS Have NOT Happened This Year!",1,politics
"Trump Says To H*ll With Benghazi Mom, Does Live Fox News Interview During Her Speech",1,News
"Trump arrives in South Korea for talks on nukes, trade",0,worldnews
Republican's plan to revamp Dodd-Frank highlights U.S. political divide,0,politicsNews
"FLASHBACK! PRESIDENTS BEING “COLORFUL”…Yes, Two Can Play This Game! [Video]",1,politics
ONE IMAGE PERFECTLY Captures Who’s Really Behind The Trump-Russian Collusion “Investigation”,1,politics
German Social Democrats face pressure over coalition talks,0,worldnews
European businesses working in Russia slam proposed U.S. sanctions,0,politicsNews
Watch This Bundy Militiaman Challenge Chris Christie To Sumo Match In Latest Bizarre Video,1,News
"#BlackLivesMatter ACTIVISTS (TERRORISTS) CHANT DEATH TO COPS AT MN STATE FAIR CHANT: “Pigs in a blanket, fry ‘em like bacon!”",1,politics
Factbox: Trump Supreme Court appointee to affect pending cases,0,politicsNews
OBAMA REGIME’S SECRET ASIAN TRADE DEAL Would Let International Tribunal Overrule State and Fed Laws To Benefit Foreign Companies,1,politics
(Video) Obama Lectures Iran On Just About Everything: ‘Chanting Death To America Doesn’t Create Jobs.’,1,politics
Father of Philippine Islamist militant leaders dies in government custody,0,worldnews
Car bomber kills at least 15 in Yemeni port Aden: witnesses,0,worldnews
Sexists Came Out IN DROVES As Hillary Clinton Accepted Historic Nomination (TWEETS/VIDEO),1,News
FLASHBACK: SPY WHO HACKED INTO SECRET CLINTON DATA FOUND DEAD IN DUFFEL BAG IN BATHTUB,1,politics
GOWDY ON FIRE! Rips Into Deputy AG Rosenstein: “What in the HELL is going on at the DOJ and FBI?” [Video],1,politics
Trump Says He Gave Classified Info To Russia For ‘Humanitarian Reasons’ And Gets WRECKED (TWEETS),1,News
#HurricaneHarvey Weather Channel Reporter Retrieves Flag But What He Does Next Will Make Your Day! [Video],1,politics
"SENIOR WRITER FOR NEWSWEEK Hopes GOP Family Members “Lose Insurance,” Be “Tortured,” And “Die”…Suggests People Drop Off DEAD BODIES At FOX News",1,politics
Former U.S. general Jones: not considered as Trump's security adviser,0,politicsNews
WHERE’S THE OVERSIGHT? OBAMA FUNNELED BILLIONS to Liberal Groups Through DOJ ‘SLUSH FUND’ [Video],1,Government News
Germany summons North Korea's ambassador over missile test,0,worldnews
Dwyane Wade Has Some Choice Words For Trump After Tweet About Cousin (VIDEO),1,News
Apple shares are one reason hedge funds lag mutual funds in 2016,0,politicsNews
"Putin, as part of test, oversees launch of four nuclear-capable missiles: Ifax",0,worldnews
PRICELESS! MILO DESTROYS Heckling Muslim Woman…Crowd Chants USA! USA! USA! [Video] #MiloYiannopoulos,1,left-news
Senators concerned Icahn is influencing regulators on AIG,0,politicsNews
WATCH: Texas Inmates Break Out Of Cell To Save Jailer’s Life (VIDEO),1,News
Trump Appoints Michele Bachmann To Evangelical ‘Advisory’ Board,1,News
"Nothing should change, says Britain in bid for post-Brexit security pact",0,worldnews
Paul Ryan Exposed As SPINELESS As Leaked Audio Shows Him TRASHING Trump (VIDEO),1,News
Magnitude 6.0 earthquake hits western Iran: state media,0,worldnews
MOTHER OF THE YEAR Hires Stripper For 8 Year Old’s Birthday Party [VIDEO],1,left-news
Man Almost Dies On Flight Because Crew Didn’t Think Black Women Can Be Doctors,1,News
Lebanon's Hariri takes critical line on Hezbollah,0,worldnews
"Hillary Just Responded To Trump’s Pre-Debate Bullsh*t On Twitter, And It’s EPIC (TWEET)",1,News
Obama enlists Republican Kasich to push for TPP trade deal,0,politicsNews
Ted Cruz Gets OWNED By Fox Host For Whining About Tough Questions (VIDEO),1,News
Factbox: Likely players in potential post-coup Zimbabwe unity government,0,worldnews
"WATCH: KELLYANNE CONWAY Gives Dreaded Answer To Liberal Hack, “This Week” Host George Stephanopoulos’ Question About Trump’s Plans To Run In 2020",1,politics
Mattis says U.S. effort on North Korea aims for diplomatic solution,0,worldnews
Protesters injured in Honduras clashes as electoral crisis rumbles on,0,worldnews
"Trump’s Brexit Response Is A DISASTER, And Hillary Just Nailed Him For It (VIDEO)",1,News
Another Pervert Out At Fox News Over Allegations Of Sexual Harassment,1,News
Chinese police detain teacher in kindergarten abuse inquiry,0,worldnews
"Trump cyber security team, policy slow to take shape: officials",0,politicsNews
Huckabee FURIOUS After He’s Forced To Pay $25k For Playing ‘Eye Of The Tiger’ At Kim Davis Rally,1,News
OUTRAGEOUS! Intimidation of Citizens Opposed to Mosque Goes to Court,1,politics
WATCH: Cartoon Trump Has Something To Say About His Behavior And You Need To Hear It,1,News
Turkey says U.S. 'pulled the pin on bomb' with Jerusalem decision,0,worldnews
CONGRESS JUST VOTED TO GIVE IRS $260 MILLION…New Audit Shows $46 Million In Erroneous Refunds Given In 2013,1,Government News
"[Video] DEM PREZ CANDIDATE BOOED OFF STAGE, FORCED TO APOLOGIZE FOR SAYING “All Lives Matter”",1,politics
"Automakers, states urge White House to reject plan to open spectrum",0,politicsNews
BREAKING SCARE: DONALD TRUMP RUSHED OFFSTAGE After Protester Tackled To The Ground [Video],1,politics
WATCH: Obama CRUSHES Trump With Two Words In His BEST Speech Ever,1,News
HOW BRITAIN Almost LOST Their Independence To Muslim Immigrants Who Voted Overwhelmingly For Globalist EU,1,politics
Trump Just Got SMACKED By Newsweek For Putting His Wallet Ahead Of Our Nation’s Best Interests,1,News
Trump Supporter Gets What He Deserves After Attacking Peaceful Protester At Rally (VIDEO),1,News
Arab states believe U.S. aid secure despite defying Trump Jerusalem move,0,worldnews
Trump’s ‘Wag the Dog’ Moment,1,US_News
DERANGED LEFTISTS Cross The Line: Chicago Play Targeting 10 Yr Old Barron Trump Opens Tonight In Obama’s Old Neighborhood,1,politics
Roy Moore Supporting Republican LOSES It After Being Called An Extremist,1,News
WATCH: Reince Priebus Subtly But Hilariously EMBARRASSES Steve Bannon Onstage,1,News
Search ends for bodies in Mexico City after earthquake,0,worldnews
Catalonia's independence leader wages his own battle for unity,0,worldnews
Islamic State claims attack on Damascus police center,0,worldnews
"""Make Republicans Whole Again!"" A divided party struggles to rally behind Trump",0,politicsNews
Syrian army strikes rebels near Hama: monitor,0,worldnews
"U.S. top court hands win to unions, splits 4-4 without Scalia",0,politicsNews
Papua New Guinea police order protesting asylum seekers out of Australian-run camp,0,worldnews
Board-Certified Psychiatrist BRUTALLY Diagnoses Donald Trump,1,News
"Obamacare whiplash leaves states, insurers with dueling price plans",0,politicsNews
Stephen Hawking Says He’s Afraid Of Visiting The U.S. Till Trump Is Gone (VIDEO),1,News
U.S. 'very concerned' by violence around Iraq's Kirkuk: State Department,0,worldnews
Minnesota Senate may halt operations on Dec. 1 due to funding dispute,0,politicsNews
"WATCH: Someone Actually Bought And Drank Trump Vodka, Here’s What Happened",1,News
Ted Cruz Used #ScienceFacts Hashtag And Instantly Became Laughingstock Of Scientific Community,1,News
Trump Demotes Career State Department Official After Breitbart Questions Her Loyalty To America,1,News
WHICH ONE OF THESE PEOPLE Tried to Lecture the Other on the Constitution….Guesses? [VIDEO],1,politics
Trump nominee for ambassador to Beijing says China can do more on North Korea,0,politicsNews
Turkey's Erdogan says U.S. consulate hiding suspect,0,worldnews
U.S. 'diversity visa' program in spotlight after New York attack,0,politicsNews
Petty North Carolina GOP Governor Signs Bills Crippling Power Of His Democratic Successor,1,News
BREAKING: MORE HACKED E-MAILS From DNC Released By A Vengeful Guccifer,1,politics
House Republicans Seek Destruction Of School Lunch Program Because They Hate Kids,1,News
Chicago Police Dept. Points Out TWO Huge Flaws In Trump’s Chicago Violence Lies,1,News
Trump Gets Called Out: Khizr Khan And Harry Reid Dare Him To Take His Own Naturalization Test,1,News
Trump Just Got DESTROYED By One Of America’s Most Respected Journalists (VIDEO/IMAGE),1,News
Appeals court suspends ruling rejecting parts of Wisconsin voter ID law,0,politicsNews
Perfectionist Mayer leads at halfway in decathlon,0,politicsNews
